FID,STATION_NAME,LOCAL_TRIP_START_TIME,date,time,IMOS_SITE_CODE,_TRIP_CODE,_SAMPLE_CODE,UTC_TRIP_START_TIME,LATITUDE,LONGITUDE,REPLICATE,PROCHLOROCOCCUS_CELLSPERML,SYNECOCHOCCUS_CELLSPERML,PICOEUKARYOTES_CELLSPERML,PROCHLOROCOCCUS_FLAG,SYNECOCHOCCUS_FLAG,PICOEUKARYOTES_FLAG,SAMPLE_COMMENTS,geom
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2ddf,Maria Island,2019-03-21T09:35:00Z,2019-03-21,09:35:00,MAI,MAI20190320,MAI20190320_PHYCYT_01,2019-03-20T22:35:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2de0,Maria Island,2019-03-21T09:35:00Z,2019-03-21,09:35:00,MAI,MAI20190320,MAI20190320_PHYCYT_01,2019-03-20T22:35:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2de1,Maria Island,2019-03-21T09:35:00Z,2019-03-21,09:35:00,MAI,MAI20190320,MAI20190320_PHYCYT_02,2019-03-20T22:35:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2de2,Maria Island,2019-03-21T09:35:00Z,2019-03-21,09:35:00,MAI,MAI20190320,MAI20190320_PHYCYT_02,2019-03-20T22:35:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2de3,Maria Island,2019-03-21T09:35:00Z,2019-03-21,09:35:00,MAI,MAI20190320,MAI20190320_PHYCYT_02,2019-03-20T22:35:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2de4,Maria Island,2019-03-21T09:35:00Z,2019-03-21,09:35:00,MAI,MAI20190320,MAI20190320_PHYCYT_02,2019-03-20T22:35:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2de5,Maria Island,2019-03-21T09:35:00Z,2019-03-21,09:35:00,MAI,MAI20190320,MAI20190320_PHYCYT_02,2019-03-20T22:35:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2de6,Maria Island,2019-03-21T09:35:00Z,2019-03-21,09:35:00,MAI,MAI20190320,MAI20190320_PHYCYT_02,2019-03-20T22:35:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2de7,Maria Island,2019-03-21T09:35:00Z,2019-03-21,09:35:00,MAI,MAI20190320,MAI20190320_PHYCYT_03,2019-03-20T22:35:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2de8,Maria Island,2019-03-21T09:35:00Z,2019-03-21,09:35:00,MAI,MAI20190320,MAI20190320_PHYCYT_03,2019-03-20T22:35:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2de9,Maria Island,2019-03-21T09:35:00Z,2019-03-21,09:35:00,MAI,MAI20190320,MAI20190320_PHYCYT_03,2019-03-20T22:35:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2dea,Maria Island,2019-03-21T09:35:00Z,2019-03-21,09:35:00,MAI,MAI20190320,MAI20190320_PHYCYT_03,2019-03-20T22:35:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2deb,Maria Island,2019-03-21T09:35:00Z,2019-03-21,09:35:00,MAI,MAI20190320,MAI20190320_PHYCYT_03,2019-03-20T22:35:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2dec,Maria Island,2019-03-21T09:35:00Z,2019-03-21,09:35:00,MAI,MAI20190320,MAI20190320_PHYCYT_03,2019-03-20T22:35:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2ded,Maria Island,2019-05-01T09:47:00Z,2019-05-01,09:47:00,MAI,MAI20190430,MAI20190430_PHYCYT_01,2019-04-30T23:47:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2dee,Maria Island,2019-05-01T09:47:00Z,2019-05-01,09:47:00,MAI,MAI20190430,MAI20190430_PHYCYT_01,2019-04-30T23:47:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2def,Maria Island,2019-05-01T09:47:00Z,2019-05-01,09:47:00,MAI,MAI20190430,MAI20190430_PHYCYT_01,2019-04-30T23:47:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2df0,Maria Island,2019-05-01T09:47:00Z,2019-05-01,09:47:00,MAI,MAI20190430,MAI20190430_PHYCYT_01,2019-04-30T23:47:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2df1,Maria Island,2019-05-01T09:47:00Z,2019-05-01,09:47:00,MAI,MAI20190430,MAI20190430_PHYCYT_01,2019-04-30T23:47:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2df2,Maria Island,2019-05-01T09:47:00Z,2019-05-01,09:47:00,MAI,MAI20190430,MAI20190430_PHYCYT_01,2019-04-30T23:47:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2df3,Maria Island,2019-05-01T09:47:00Z,2019-05-01,09:47:00,MAI,MAI20190430,MAI20190430_PHYCYT_02,2019-04-30T23:47:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2df4,Maria Island,2019-05-01T09:47:00Z,2019-05-01,09:47:00,MAI,MAI20190430,MAI20190430_PHYCYT_02,2019-04-30T23:47:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2df5,Maria Island,2019-05-01T09:47:00Z,2019-05-01,09:47:00,MAI,MAI20190430,MAI20190430_PHYCYT_02,2019-04-30T23:47:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2df6,Maria Island,2019-05-01T09:47:00Z,2019-05-01,09:47:00,MAI,MAI20190430,MAI20190430_PHYCYT_02,2019-04-30T23:47:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2df7,Maria Island,2019-05-01T09:47:00Z,2019-05-01,09:47:00,MAI,MAI20190430,MAI20190430_PHYCYT_02,2019-04-30T23:47:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2df8,Maria Island,2019-05-01T09:47:00Z,2019-05-01,09:47:00,MAI,MAI20190430,MAI20190430_PHYCYT_02,2019-04-30T23:47:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2df9,Maria Island,2019-05-01T09:47:00Z,2019-05-01,09:47:00,MAI,MAI20190430,MAI20190430_PHYCYT_03,2019-04-30T23:47:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2dfa,Maria Island,2019-05-01T09:47:00Z,2019-05-01,09:47:00,MAI,MAI20190430,MAI20190430_PHYCYT_03,2019-04-30T23:47:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2dfb,Maria Island,2019-05-01T09:47:00Z,2019-05-01,09:47:00,MAI,MAI20190430,MAI20190430_PHYCYT_03,2019-04-30T23:47:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2dfc,Maria Island,2019-05-01T09:47:00Z,2019-05-01,09:47:00,MAI,MAI20190430,MAI20190430_PHYCYT_03,2019-04-30T23:47:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2dfd,Maria Island,2019-05-01T09:47:00Z,2019-05-01,09:47:00,MAI,MAI20190430,MAI20190430_PHYCYT_03,2019-04-30T23:47:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2dfe,Maria Island,2019-05-01T09:47:00Z,2019-05-01,09:47:00,MAI,MAI20190430,MAI20190430_PHYCYT_03,2019-04-30T23:47:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2dff,Maria Island,2019-06-24T10:10:00Z,2019-06-24,10:10:00,MAI,MAI20190624,MAI20190624_PHYCYT_01,2019-06-24T00:10:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e00,Maria Island,2019-06-24T10:10:00Z,2019-06-24,10:10:00,MAI,MAI20190624,MAI20190624_PHYCYT_01,2019-06-24T00:10:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e01,Maria Island,2019-06-24T10:10:00Z,2019-06-24,10:10:00,MAI,MAI20190624,MAI20190624_PHYCYT_01,2019-06-24T00:10:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e02,Maria Island,2019-06-24T10:10:00Z,2019-06-24,10:10:00,MAI,MAI20190624,MAI20190624_PHYCYT_01,2019-06-24T00:10:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e03,Maria Island,2019-06-24T10:10:00Z,2019-06-24,10:10:00,MAI,MAI20190624,MAI20190624_PHYCYT_01,2019-06-24T00:10:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e04,Maria Island,2019-06-24T10:10:00Z,2019-06-24,10:10:00,MAI,MAI20190624,MAI20190624_PHYCYT_01,2019-06-24T00:10:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e05,Maria Island,2019-06-24T10:10:00Z,2019-06-24,10:10:00,MAI,MAI20190624,MAI20190624_PHYCYT_02,2019-06-24T00:10:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e06,Maria Island,2019-06-24T10:10:00Z,2019-06-24,10:10:00,MAI,MAI20190624,MAI20190624_PHYCYT_02,2019-06-24T00:10:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e07,Maria Island,2019-06-24T10:10:00Z,2019-06-24,10:10:00,MAI,MAI20190624,MAI20190624_PHYCYT_02,2019-06-24T00:10:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e08,Maria Island,2019-06-24T10:10:00Z,2019-06-24,10:10:00,MAI,MAI20190624,MAI20190624_PHYCYT_02,2019-06-24T00:10:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e09,Maria Island,2019-06-24T10:10:00Z,2019-06-24,10:10:00,MAI,MAI20190624,MAI20190624_PHYCYT_02,2019-06-24T00:10:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e0a,Maria Island,2019-06-24T10:10:00Z,2019-06-24,10:10:00,MAI,MAI20190624,MAI20190624_PHYCYT_02,2019-06-24T00:10:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e0b,Maria Island,2019-06-24T10:10:00Z,2019-06-24,10:10:00,MAI,MAI20190624,MAI20190624_PHYCYT_03,2019-06-24T00:10:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e0c,Maria Island,2019-06-24T10:10:00Z,2019-06-24,10:10:00,MAI,MAI20190624,MAI20190624_PHYCYT_03,2019-06-24T00:10:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e0d,Maria Island,2019-06-24T10:10:00Z,2019-06-24,10:10:00,MAI,MAI20190624,MAI20190624_PHYCYT_03,2019-06-24T00:10:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e0e,Maria Island,2019-06-24T10:10:00Z,2019-06-24,10:10:00,MAI,MAI20190624,MAI20190624_PHYCYT_03,2019-06-24T00:10:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e0f,Maria Island,2019-06-24T10:10:00Z,2019-06-24,10:10:00,MAI,MAI20190624,MAI20190624_PHYCYT_03,2019-06-24T00:10:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e10,Maria Island,2019-06-24T10:10:00Z,2019-06-24,10:10:00,MAI,MAI20190624,MAI20190624_PHYCYT_03,2019-06-24T00:10:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e11,Maria Island,2019-07-31T10:20:00Z,2019-07-31,10:20:00,MAI,MAI20190731,MAI20190731_PHYCYT_01,2019-07-31T00:20:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e12,Maria Island,2019-07-31T10:20:00Z,2019-07-31,10:20:00,MAI,MAI20190731,MAI20190731_PHYCYT_01,2019-07-31T00:20:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e13,Maria Island,2019-07-31T10:20:00Z,2019-07-31,10:20:00,MAI,MAI20190731,MAI20190731_PHYCYT_01,2019-07-31T00:20:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e14,Maria Island,2019-07-31T10:20:00Z,2019-07-31,10:20:00,MAI,MAI20190731,MAI20190731_PHYCYT_01,2019-07-31T00:20:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e15,Maria Island,2019-07-31T10:20:00Z,2019-07-31,10:20:00,MAI,MAI20190731,MAI20190731_PHYCYT_01,2019-07-31T00:20:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e16,Maria Island,2019-07-31T10:20:00Z,2019-07-31,10:20:00,MAI,MAI20190731,MAI20190731_PHYCYT_01,2019-07-31T00:20:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e17,Maria Island,2019-07-31T10:20:00Z,2019-07-31,10:20:00,MAI,MAI20190731,MAI20190731_PHYCYT_02,2019-07-31T00:20:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e18,Maria Island,2019-07-31T10:20:00Z,2019-07-31,10:20:00,MAI,MAI20190731,MAI20190731_PHYCYT_02,2019-07-31T00:20:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e19,Maria Island,2019-07-31T10:20:00Z,2019-07-31,10:20:00,MAI,MAI20190731,MAI20190731_PHYCYT_02,2019-07-31T00:20:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e1a,Maria Island,2019-07-31T10:20:00Z,2019-07-31,10:20:00,MAI,MAI20190731,MAI20190731_PHYCYT_02,2019-07-31T00:20:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e1b,Maria Island,2019-07-31T10:20:00Z,2019-07-31,10:20:00,MAI,MAI20190731,MAI20190731_PHYCYT_02,2019-07-31T00:20:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e1c,Maria Island,2019-07-31T10:20:00Z,2019-07-31,10:20:00,MAI,MAI20190731,MAI20190731_PHYCYT_02,2019-07-31T00:20:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e1d,Maria Island,2019-07-31T10:20:00Z,2019-07-31,10:20:00,MAI,MAI20190731,MAI20190731_PHYCYT_03,2019-07-31T00:20:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e1e,Maria Island,2019-07-31T10:20:00Z,2019-07-31,10:20:00,MAI,MAI20190731,MAI20190731_PHYCYT_03,2019-07-31T00:20:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e1f,Maria Island,2019-07-31T10:20:00Z,2019-07-31,10:20:00,MAI,MAI20190731,MAI20190731_PHYCYT_03,2019-07-31T00:20:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e20,Maria Island,2019-07-31T10:20:00Z,2019-07-31,10:20:00,MAI,MAI20190731,MAI20190731_PHYCYT_03,2019-07-31T00:20:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e21,Maria Island,2019-07-31T10:20:00Z,2019-07-31,10:20:00,MAI,MAI20190731,MAI20190731_PHYCYT_03,2019-07-31T00:20:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e22,Maria Island,2019-07-31T10:20:00Z,2019-07-31,10:20:00,MAI,MAI20190731,MAI20190731_PHYCYT_03,2019-07-31T00:20:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e23,Maria Island,2019-08-29T09:20:00Z,2019-08-29,09:20:00,MAI,MAI20190828,MAI20190828_PHYCYT_01,2019-08-28T23:20:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e24,Maria Island,2019-08-29T09:20:00Z,2019-08-29,09:20:00,MAI,MAI20190828,MAI20190828_PHYCYT_01,2019-08-28T23:20:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e25,Maria Island,2019-08-29T09:20:00Z,2019-08-29,09:20:00,MAI,MAI20190828,MAI20190828_PHYCYT_01,2019-08-28T23:20:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e26,Maria Island,2019-08-29T09:20:00Z,2019-08-29,09:20:00,MAI,MAI20190828,MAI20190828_PHYCYT_01,2019-08-28T23:20:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e27,Maria Island,2019-08-29T09:20:00Z,2019-08-29,09:20:00,MAI,MAI20190828,MAI20190828_PHYCYT_01,2019-08-28T23:20:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e28,Maria Island,2019-08-29T09:20:00Z,2019-08-29,09:20:00,MAI,MAI20190828,MAI20190828_PHYCYT_01,2019-08-28T23:20:00Z,-42.5967,148.2333,1,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e29,Maria Island,2019-08-29T09:20:00Z,2019-08-29,09:20:00,MAI,MAI20190828,MAI20190828_PHYCYT_02,2019-08-28T23:20:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e2a,Maria Island,2019-08-29T09:20:00Z,2019-08-29,09:20:00,MAI,MAI20190828,MAI20190828_PHYCYT_02,2019-08-28T23:20:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e2b,Maria Island,2019-08-29T09:20:00Z,2019-08-29,09:20:00,MAI,MAI20190828,MAI20190828_PHYCYT_02,2019-08-28T23:20:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e2c,Maria Island,2019-08-29T09:20:00Z,2019-08-29,09:20:00,MAI,MAI20190828,MAI20190828_PHYCYT_02,2019-08-28T23:20:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e2d,Maria Island,2019-08-29T09:20:00Z,2019-08-29,09:20:00,MAI,MAI20190828,MAI20190828_PHYCYT_02,2019-08-28T23:20:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e2e,Maria Island,2019-08-29T09:20:00Z,2019-08-29,09:20:00,MAI,MAI20190828,MAI20190828_PHYCYT_02,2019-08-28T23:20:00Z,-42.5967,148.2333,2,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e2f,Maria Island,2019-08-29T09:20:00Z,2019-08-29,09:20:00,MAI,MAI20190828,MAI20190828_PHYCYT_03,2019-08-28T23:20:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e30,Maria Island,2019-08-29T09:20:00Z,2019-08-29,09:20:00,MAI,MAI20190828,MAI20190828_PHYCYT_03,2019-08-28T23:20:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2e31,Maria Island,2019-08-29T09:20:00Z,2019-08-29,09:20:00,MAI,MAI20190828,MAI20190828_PHYCYT_03,2019-08-28T23:20:00Z,-42.5967,148.2333,3,NA,NA,NA,0,0,0,NA,POINT (148.23333 -42.59667)
