FID,STATION_NAME,LOCAL_TRIP_START_TIME,date,time,IMOS_SITE_CODE,_TRIP_CODE,_SAMPLE_CODE,UTC_TRIP_START_TIME,LATITUDE,LONGITUDE,REPLICATE,PROCHLOROCOCCUS_CELLSPERML,SYNECOCHOCCUS_CELLSPERML,PICOEUKARYOTES_CELLSPERML,PROCHLOROCOCCUS_FLAG,SYNECOCHOCCUS_FLAG,PICOEUKARYOTES_FLAG,SAMPLE_COMMENTS,geom
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29be,Darwin,2011-06-27T13:48:00Z,2011-06-27,13:48:00,DAR,DAR20110627,DAR20110627_PHYCYT_01,2011-06-27T04:18:00Z,-12.4,130.768,1,0,112172,2058,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29bf,Darwin,2011-06-27T13:48:00Z,2011-06-27,13:48:00,DAR,DAR20110627,DAR20110627_PHYCYT_02,2011-06-27T04:18:00Z,-12.4,130.768,2,0,112476,2489,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29c0,Darwin,2011-10-05T09:31:00Z,2011-10-05,09:31:00,DAR,DAR20111005,DAR20111005_PHYCYT_01,2011-10-05T00:01:00Z,-12.4,130.768,1,0,111888,4673,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29c1,Darwin,2011-10-05T09:31:00Z,2011-10-05,09:31:00,DAR,DAR20111005,DAR20111005_PHYCYT_02,2011-10-05T00:01:00Z,-12.4,130.768,2,0,123449,5061,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29c2,Darwin,2012-01-15T07:00:00Z,2012-01-15,07:00:00,DAR,DAR20120114_21:30,DAR20120114_21:30_PHYCYT_01,2012-01-14T21:30:00Z,-12.4,130.768,1,0,58653,2157,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29c3,Darwin,2012-01-15T07:00:00Z,2012-01-15,07:00:00,DAR,DAR20120114_21:30,DAR20120114_21:30_PHYCYT_02,2012-01-14T21:30:00Z,-12.4,130.768,2,0,54065,2142,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29c4,Darwin,2012-01-15T09:05:00Z,2012-01-15,09:05:00,DAR,DAR20120114_23:35,DAR20120114_23:35_PHYCYT_01,2012-01-14T23:35:00Z,-12.4,130.768,1,0,101210,2279,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29c5,Darwin,2012-01-15T09:05:00Z,2012-01-15,09:05:00,DAR,DAR20120114_23:35,DAR20120114_23:35_PHYCYT_02,2012-01-14T23:35:00Z,-12.4,130.768,2,0,112455,3000,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29c6,Darwin,2012-01-15T13:05:00Z,2012-01-15,13:05:00,DAR,DAR20120115_03:35,DAR20120115_03:35_PHYCYT_01,2012-01-15T03:35:00Z,-12.4,130.768,1,0,91550,2132,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29c7,Darwin,2012-01-15T13:05:00Z,2012-01-15,13:05:00,DAR,DAR20120115_03:35,DAR20120115_03:35_PHYCYT_02,2012-01-15T03:35:00Z,-12.4,130.768,2,0,88673,2877,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29c8,Darwin,2012-01-15T15:10:00Z,2012-01-15,15:10:00,DAR,DAR20120115_05:40,DAR20120115_05:40_PHYCYT_01,2012-01-15T05:40:00Z,-12.4,130.768,1,NA,NA,NA,0,0,0,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29c9,Darwin,2012-01-15T15:10:00Z,2012-01-15,15:10:00,DAR,DAR20120115_05:40,DAR20120115_05:40_PHYCYT_02,2012-01-15T05:40:00Z,-12.4,130.768,2,NA,NA,NA,0,0,0,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29ca,Darwin,2012-04-17T09:42:00Z,2012-04-17,09:42:00,DAR,DAR20120417,DAR20120417_PHYCYT_01,2012-04-17T00:12:00Z,-12.4,130.768,1,20401.5,62391,788,1,2,2,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29cb,Darwin,2012-04-17T09:42:00Z,2012-04-17,09:42:00,DAR,DAR20120417,DAR20120417_PHYCYT_02,2012-04-17T00:12:00Z,-12.4,130.768,2,NA,NA,NA,4,4,4,possible bad preservation,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29cc,Darwin,2012-07-30T02:00:00Z,2012-07-30,02:00:00,DAR,DAR20120729_16:30,DAR20120729_16:30_PHYCYT_01,2012-07-29T16:30:00Z,-12.4,130.768,1,0,130284,4337,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29cd,Darwin,2012-07-30T02:00:00Z,2012-07-30,02:00:00,DAR,DAR20120729_16:30,DAR20120729_16:30_PHYCYT_02,2012-07-29T16:30:00Z,-12.4,130.768,2,0,142286,6647,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29ce,Darwin,2012-07-30T05:00:00Z,2012-07-30,05:00:00,DAR,DAR20120729_19:30,DAR20120729_19:30_PHYCYT_01,2012-07-29T19:30:00Z,-12.4,130.768,1,0,150182,7466,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29cf,Darwin,2012-07-30T05:00:00Z,2012-07-30,05:00:00,DAR,DAR20120729_19:30,DAR20120729_19:30_PHYCYT_02,2012-07-29T19:30:00Z,-12.4,130.768,2,0,152649,7886,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29d0,Darwin,2012-07-30T08:00:00Z,2012-07-30,08:00:00,DAR,DAR20120729_22:30,DAR20120729_22:30_PHYCYT_01,2012-07-29T22:30:00Z,-12.4,130.768,1,0,126998,5135,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29d1,Darwin,2012-07-30T08:00:00Z,2012-07-30,08:00:00,DAR,DAR20120729_22:30,DAR20120729_22:30_PHYCYT_02,2012-07-29T22:30:00Z,-12.4,130.768,2,0,139965,6069,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29d2,Darwin,2012-07-30T11:00:00Z,2012-07-30,11:00:00,DAR,DAR20120730_01:30,DAR20120730_01:30_PHYCYT_01,2012-07-30T01:30:00Z,-12.4,130.768,1,0,129119,4438,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29d3,Darwin,2012-07-30T11:00:00Z,2012-07-30,11:00:00,DAR,DAR20120730_01:30,DAR20120730_01:30_PHYCYT_02,2012-07-30T01:30:00Z,-12.4,130.768,2,0,136112,5534,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29d4,Darwin,2012-10-30T07:51:00Z,2012-10-30,07:51:00,DAR,DAR20121029,DAR20121029_PHYCYT_01,2012-10-29T22:21:00Z,-12.4,130.768,1,0,45633,1113,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29d5,Darwin,2012-10-30T07:51:00Z,2012-10-30,07:51:00,DAR,DAR20121029,DAR20121029_PHYCYT_02,2012-10-29T22:21:00Z,-12.4,130.768,2,0,51743,2342,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29d6,Darwin,2012-12-09T02:00:00Z,2012-12-09,02:00:00,DAR,DAR20121208_16:30,DAR20121208_16:30_PHYCYT_01,2012-12-08T16:30:00Z,-12.4,130.768,1,0,81554,2730,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29d7,Darwin,2012-12-09T02:00:00Z,2012-12-09,02:00:00,DAR,DAR20121208_16:30,DAR20121208_16:30_PHYCYT_02,2012-12-08T16:30:00Z,-12.4,130.768,2,0,78047,2499,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29d8,Darwin,2012-12-09T05:30:00Z,2012-12-09,05:30:00,DAR,DAR20121208_20:00,DAR20121208_20:00_PHYCYT_01,2012-12-08T20:00:00Z,-12.4,130.768,1,0,73983,3570,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29d9,Darwin,2012-12-09T05:30:00Z,2012-12-09,05:30:00,DAR,DAR20121208_20:00,DAR20121208_20:00_PHYCYT_02,2012-12-08T20:00:00Z,-12.4,130.768,2,0,90342,4137,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29da,Darwin,2012-12-09T09:00:00Z,2012-12-09,09:00:00,DAR,DAR20121208_23:30,DAR20121208_23:30_PHYCYT_01,2012-12-08T23:30:00Z,-12.4,130.768,1,0,137603,4410,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29db,Darwin,2012-12-09T09:00:00Z,2012-12-09,09:00:00,DAR,DAR20121208_23:30,DAR20121208_23:30_PHYCYT_02,2012-12-08T23:30:00Z,-12.4,130.768,2,0,133445,4452,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29dc,Darwin,2012-12-09T12:30:00Z,2012-12-09,12:30:00,DAR,DAR20121209_03:00,DAR20121209_03:00_PHYCYT_01,2012-12-09T03:00:00Z,-12.4,130.768,1,0,106124,1890,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29dd,Darwin,2012-12-09T12:30:00Z,2012-12-09,12:30:00,DAR,DAR20121209_03:00,DAR20121209_03:00_PHYCYT_02,2012-12-09T03:00:00Z,-12.4,130.768,2,0,110303,2730,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29de,Darwin,2013-04-05T09:40:00Z,2013-04-05,09:40:00,DAR,DAR20130405,DAR20130405_PHYCYT_01,2013-04-05T00:10:00Z,-12.4,130.768,1,0,51251,588,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29df,Darwin,2013-04-05T09:40:00Z,2013-04-05,09:40:00,DAR,DAR20130405,DAR20130405_PHYCYT_02,2013-04-05T00:10:00Z,-12.4,130.768,2,0,52490,641,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29e0,Darwin,2013-06-17T17:30:00Z,2013-06-17,17:30:00,DAR,DAR20130617_08:00,DAR20130617_08:00_PHYCYT,2013-06-17T08:00:00Z,-12.4,130.768,NA,NA,NA,NA,0,0,0,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29e1,Darwin,2013-06-17T17:30:00Z,2013-06-17,17:30:00,DAR,DAR20130617_08:00,DAR20130617_08:00_PHYCYT_01,2013-06-17T08:00:00Z,-12.4,130.768,1,0,220616,2384,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29e2,Darwin,2013-06-17T17:30:00Z,2013-06-17,17:30:00,DAR,DAR20130617_08:00,DAR20130617_08:00_PHYCYT_02,2013-06-17T08:00:00Z,-12.4,130.768,2,0,231536,2740,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29e3,Darwin,2013-06-17T21:00:00Z,2013-06-17,21:00:00,DAR,DAR20130617_11:30,DAR20130617_11:30_PHYCYT_01,2013-06-17T11:30:00Z,-12.4,130.768,1,0,202913,3434,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29e4,Darwin,2013-06-17T21:00:00Z,2013-06-17,21:00:00,DAR,DAR20130617_11:30,DAR20130617_11:30_PHYCYT_02,2013-06-17T11:30:00Z,-12.4,130.768,2,0,202514,4547,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29e5,Darwin,2013-06-18T00:30:00Z,2013-06-18,00:30:00,DAR,DAR20130617_15:00,DAR20130617_15:00_PHYCYT_01,2013-06-17T15:00:00Z,-12.4,130.768,1,0,195534,4589,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29e6,Darwin,2013-06-18T00:30:00Z,2013-06-18,00:30:00,DAR,DAR20130617_15:00,DAR20130617_15:00_PHYCYT_02,2013-06-17T15:00:00Z,-12.4,130.768,2,0,191132,4651,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29e7,Darwin,2013-06-18T04:00:00Z,2013-06-18,04:00:00,DAR,DAR20130617_18:30,DAR20130617_18:30_PHYCYT_01,2013-06-17T18:30:00Z,-12.4,130.768,1,0,182480,5051,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29e8,Darwin,2013-06-18T04:00:00Z,2013-06-18,04:00:00,DAR,DAR20130617_18:30,DAR20130617_18:30_PHYCYT_02,2013-06-17T18:30:00Z,-12.4,130.768,2,0,181209,5230,6,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29e9,Darwin,2013-09-16T11:26:00Z,2013-09-16,11:26:00,DAR,DAR20130916,DAR20130916_PHYCYT_01,2013-09-16T01:56:00Z,-12.4,130.768,1,178,164441,3549,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29ea,Darwin,2013-09-16T11:26:00Z,2013-09-16,11:26:00,DAR,DAR20130916,DAR20130916_PHYCYT_02,2013-09-16T01:56:00Z,-12.4,130.768,2,189,185504,3266,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29eb,Darwin,2014-01-18T05:20:00Z,2014-01-18,05:20:00,DAR,DAR20140117_19:50,DAR20140117_19:50_PHYCYT_01,2014-01-17T19:50:00Z,-12.4,130.768,1,179,21809,1082,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29ec,Darwin,2014-01-18T05:20:00Z,2014-01-18,05:20:00,DAR,DAR20140117_19:50,DAR20140117_19:50_PHYCYT_02,2014-01-17T19:50:00Z,-12.4,130.768,2,11,798,798,4,4,4,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29ed,Darwin,2014-01-18T07:00:00Z,2014-01-18,07:00:00,DAR,DAR20140117_21:30,DAR20140117_21:30_PHYCYT_01,2014-01-17T21:30:00Z,-12.4,130.768,1,168,20969,1544,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29ee,Darwin,2014-01-18T07:00:00Z,2014-01-18,07:00:00,DAR,DAR20140117_21:30,DAR20140117_21:30_PHYCYT_02,2014-01-17T21:30:00Z,-12.4,130.768,2,11,6195,557,4,4,4,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29ef,Darwin,2014-01-18T10:00:00Z,2014-01-18,10:00:00,DAR,DAR20140118_00:30,DAR20140118_00:30_PHYCYT_01,2014-01-18T00:30:00Z,-12.4,130.768,1,504,10721,746,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29f0,Darwin,2014-01-18T10:00:00Z,2014-01-18,10:00:00,DAR,DAR20140118_00:30,DAR20140118_00:30_PHYCYT_02,2014-01-18T00:30:00Z,-12.4,130.768,2,399,13020,861,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29f1,Darwin,2014-01-18T13:00:00Z,2014-01-18,13:00:00,DAR,DAR20140118_03:30,DAR20140118_03:30_PHYCYT_01,2014-01-18T03:30:00Z,-12.4,130.768,1,221,24465,714,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29f2,Darwin,2014-01-18T13:00:00Z,2014-01-18,13:00:00,DAR,DAR20140118_03:30,DAR20140118_03:30_PHYCYT_02,2014-01-18T03:30:00Z,-12.4,130.768,2,431,24875,1386,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29f3,Darwin,2014-04-04T08:03:00Z,2014-04-04,08:03:00,DAR,DAR20140403,DAR20140403_PHYCYT_01,2014-04-03T22:33:00Z,-12.4,130.768,1,567,31154,1544,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29f4,Darwin,2014-04-04T08:03:00Z,2014-04-04,08:03:00,DAR,DAR20140403,DAR20140403_PHYCYT_02,2014-04-03T22:33:00Z,-12.4,130.768,2,893,30965,1827,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29f5,Darwin,2014-07-03T09:08:00Z,2014-07-03,09:08:00,DAR,DAR20140702,DAR20140702_PHYCYT_01,2014-07-02T23:38:00Z,-12.4,130.768,1,987,69468,2405,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29f6,Darwin,2014-07-03T09:08:00Z,2014-07-03,09:08:00,DAR,DAR20140702,DAR20140702_PHYCYT_02,2014-07-02T23:38:00Z,-12.4,130.768,2,826,80672,2667,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29f7,Darwin,2014-09-06T10:00:00Z,2014-09-06,10:00:00,DAR,DAR20140906_00:30,DAR20140906_00:30_PHYCYT_01,2014-09-06T00:30:00Z,-12.4,130.768,1,903.87,49954.55,4166.67,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29f8,Darwin,2014-09-06T10:00:00Z,2014-09-06,10:00:00,DAR,DAR20140906_00:30,DAR20140906_00:30_PHYCYT_02,2014-09-06T00:30:00Z,-12.4,130.768,2,371.43,25459.18,2081.63,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29f9,Darwin,2014-09-06T13:00:00Z,2014-09-06,13:00:00,DAR,DAR20140906_03:30,DAR20140906_03:30_PHYCYT_01,2014-09-06T03:30:00Z,-12.4,130.768,1,347.1,53179.1,3104.48,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29fa,Darwin,2014-09-06T13:00:00Z,2014-09-06,13:00:00,DAR,DAR20140906_03:30,DAR20140906_03:30_PHYCYT_02,2014-09-06T03:30:00Z,-12.4,130.768,2,379.17,31645.83,1500,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29fb,Darwin,2014-09-06T16:00:00Z,2014-09-06,16:00:00,DAR,DAR20140906_06:30,DAR20140906_06:30_PHYCYT_01,2014-09-06T06:30:00Z,-12.4,130.768,1,348.66,38293.1,3775.86,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29fc,Darwin,2014-09-06T16:00:00Z,2014-09-06,16:00:00,DAR,DAR20140906_06:30,DAR20140906_06:30_PHYCYT_02,2014-09-06T06:30:00Z,-12.4,130.768,2,451.39,15517.86,2312.5,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29fd,Darwin,2014-09-06T19:00:00Z,2014-09-06,19:00:00,DAR,DAR20140906_09:30,DAR20140906_09:30_PHYCYT_01,2014-09-06T09:30:00Z,-12.4,130.768,1,303.33,22201.11,3466.67,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29fe,Darwin,2014-09-06T19:00:00Z,2014-09-06,19:00:00,DAR,DAR20140906_09:30,DAR20140906_09:30_PHYCYT_02,2014-09-06T09:30:00Z,-12.4,130.768,2,475.82,14631.37,3077.94,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_29ff,Darwin,2014-12-01T07:18:00Z,2014-12-01,07:18:00,DAR,DAR20141130,DAR20141130_PHYCYT_01,2014-11-30T21:48:00Z,-12.4,130.768,1,609.64,43931.03,1499.23,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2a00,Darwin,2014-12-01T07:18:00Z,2014-12-01,07:18:00,DAR,DAR20141130,DAR20141130_PHYCYT_02,2014-11-30T21:48:00Z,-12.4,130.768,2,640.37,55847.04,1617.78,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2a01,Darwin,2015-02-03T07:00:00Z,2015-02-03,07:00:00,DAR,DAR20150202_21:30,DAR20150202_21:30_PHYCYT_01,2015-02-02T21:30:00Z,-12.4,130.768,1,947.92,39811,2085.42,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2a02,Darwin,2015-02-03T07:00:00Z,2015-02-03,07:00:00,DAR,DAR20150202_21:30,DAR20150202_21:30_PHYCYT_02,2015-02-02T21:30:00Z,-12.4,130.768,2,938.89,55608,2383.33,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2a03,Darwin,2015-02-03T10:00:00Z,2015-02-03,10:00:00,DAR,DAR20150203_00:30,DAR20150203_00:30_PHYCYT_01,2015-02-03T00:30:00Z,-12.4,130.768,1,2100,46664,3422.22,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2a04,Darwin,2015-02-03T10:00:00Z,2015-02-03,10:00:00,DAR,DAR20150203_00:30,DAR20150203_00:30_PHYCYT_02,2015-02-03T00:30:00Z,-12.4,130.768,2,1685.19,31686,3100.74,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2a05,Darwin,2015-02-03T13:00:00Z,2015-02-03,13:00:00,DAR,DAR20150203_03:30,DAR20150203_03:30_PHYCYT_01,2015-02-03T03:30:00Z,-12.4,130.768,1,2987.37,32170,3538.89,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2a06,Darwin,2015-02-03T13:00:00Z,2015-02-03,13:00:00,DAR,DAR20150203_03:30,DAR20150203_03:30_PHYCYT_02,2015-02-03T03:30:00Z,-12.4,130.768,2,1494.69,54514,3033.33,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2a07,Darwin,2015-02-03T16:00:00Z,2015-02-03,16:00:00,DAR,DAR20150203_06:30,DAR20150203_06:30_PHYCYT_01,2015-02-03T06:30:00Z,-12.4,130.768,1,2573.74,29412,3125.25,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2a08,Darwin,2015-02-03T16:00:00Z,2015-02-03,16:00:00,DAR,DAR20150203_06:30,DAR20150203_06:30_PHYCYT_02,2015-02-03T06:30:00Z,-12.4,130.768,2,3033.33,29219,1797.53,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2a09,Darwin,2015-03-17T08:35:00Z,2015-03-17,08:35:00,DAR,DAR20150316,DAR20150316_PHYCYT_01,2015-03-16T23:05:00Z,-12.4,130.768,1,1870.56,33265.56,4044.44,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2a0a,Darwin,2015-03-17T08:35:00Z,2015-03-17,08:35:00,DAR,DAR20150316,DAR20150316_PHYCYT_02,2015-03-16T23:05:00Z,-12.4,130.768,2,2285.99,35344.93,5187.44,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2a0b,Darwin,2015-05-06T08:24:00Z,2015-05-06,08:24:00,DAR,DAR20150505,DAR20150505_PHYCYT_01,2015-05-05T22:54:00Z,-12.4,130.768,1,3336.67,37916.67,2730,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2a0c,Darwin,2015-05-06T08:24:00Z,2015-05-06,08:24:00,DAR,DAR20150505,DAR20150505_PHYCYT_02,2015-05-05T22:54:00Z,-12.4,130.768,2,2949.07,33703.7,2527.78,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2a0d,Darwin,2015-08-04T05:02:00Z,2015-08-04,05:02:00,DAR,DAR20150803_19:32,DAR20150803_19:32_PHYCYT_02,2015-08-03T19:32:00Z,-12.4,130.768,2,1853.7,55863.89,5055.56,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2a0e,Darwin,2015-08-04T05:02:00Z,2015-08-04,05:02:00,DAR,DAR20150803_19:32,DAR20150803_19:32_PHYCYT_03,2015-08-03T19:32:00Z,-12.4,130.768,3,2022.22,46511.11,5133.33,1,1,1,NA,POINT (130.76805 -12.4)
anmn_nrs_bgc_picoplankton_data.fid-40a113da_16edb54a6f3_2a0f,Darwin,2015-08-04T08:00:00Z,2015-08-04,08:00:00,DAR,DAR20150803_22:30,DAR20150803_22:30_PHYCYT_01,2015-08-03T22:30:00Z,-12.4,130.768,1,2134.57,40444.44,2808.64,1,1,1,NA,POINT (130.76805 -12.4)
